customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6176-OMGKJ,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.36,371.23,Yes
6177-AGRWC,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.1,107.49,Yes
6178-IEWXM,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.77,4270.83,No
6179-PPLRK,Female,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.37,1126.73,No
6180-QGOFF,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.39, ,Yes
6181-RSTSB,Female,1,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.63,3666.97,No
6182-CNVYD,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.88,3243.12,Yes
6183-VQFSI,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.87,638.59,No
6184-DGDKV,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,74.1,452.35,Yes
6185-WBJFH,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.76,1567.0,Yes
6186-OMVBT,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.65,3693.27,No
6187-AOGXZ,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),55.74,1976.35,No
6188-RJOEX,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.73,334.22,Yes
6189-KHUHF,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.95,3004.13,No
6190-OOEMN,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,102.84,4459.82,Yes
6191-KTULT,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),81.27, ,No
6192-ACHWL,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.31,91.02,Yes
6193-OWCYV,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,96.0,90.31,Yes
6194-HXSTF,Male,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.09,1906.59,No
6195-RKLWB,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),83.27,506.52,No
6196-EDIMM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,86.51,6199.7,No
6197-OBWMG,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,69.31,2117.03,No
6198-WQHRO,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.83,2298.68,No
6199-OEBPE,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.11,346.94,No
6200-WFLET,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.1,681.9,Yes
6201-HKNXQ,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.67,2601.82,No
6202-JBCMQ,Male,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),65.81,270.43,No
6203-CJHDM,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.24, ,Yes
6204-GGPEQ,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,75.49,443.71,No
6205-JDWNE,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.75,4543.61,No
6206-BNXRX,Male,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.55,86.15,No
6207-KPRPU,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.57,780.6,No
6208-DANLX,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.39,86.95,No
6209-JSDTU,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.35,656.26,No
6210-CYDZO,Male,1,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.43,270.3,No
6211-KPDFH,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.14,4341.38,Yes
6212-MWTDE,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.65,120.09,No
6213-JELAX,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,65.37,4186.4,Yes
6214-JESST,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.14,339.87,No
6215-LWPEQ,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,56.89,3008.05,No
6216-NLMUN,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.18,1862.63,No
6217-EVWER,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.54,1799.74,Yes
6218-NRTAG,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),104.57,107.35,No
6219-QCJGL,Male,0,Yes,Yes,47,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.95,3113.07,No
6220-VOWUP,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.81,582.17,No
6221-HFDKQ,Male,1,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.5,2688.53,No
6222-BFDCG,Female,0,Yes,No,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.45,3720.63,No
6223-GPBHO,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.27,2114.83,Yes
6224-PAJGP,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.28,2574.18,No
6225-JLQML,Male,1,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),86.08,4562.19,No
6226-ONSSZ,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.36,23.46,No
6227-NRZET,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,61.87,3816.85,No
6228-FRNDW,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.0,3341.78,Yes
6229-AMKCQ,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),91.9,2218.17,No
6230-RYJPU,Male,1,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.57,3471.43,Yes
6231-MTLDH,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.43,61.84,No
6232-LSOPL,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.56,4644.44,Yes
6233-TRVLP,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.08,58.06,No
6234-YTKVT,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.69,2463.8,No
6235-NBMNF,Female,1,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.15,1242.71,No
6236-LGDGM,Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),97.44,992.93,No
6237-KHSBU,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.69,634.31,No
6238-RZUJF,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.85,2790.7,No
6239-XVDSN,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,76.52,4205.48,No
6240-NRQRR,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,96.24,3512.95,Yes
6241-EIADZ,Male,1,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.38,3672.46,No
6242-GKNJS,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.1,906.36,Yes
6243-HCHRE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.24,123.86,Yes
6244-TKISL,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.83,4379.25,No
6245-EPZYM,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.74,1447.54,No
6246-FPRQL,Female,1,No,Yes,43,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.62,3284.36,No
6247-AGNRW,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.58,1987.38,No
6248-ATJOK,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.75,2959.35,No
6249-DOUPZ,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,96.39,101.06,No
6250-OQWKR,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.1,57.59,No
6251-POKMR,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,73.14,216.55,No
6252-HIVKQ,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.22,1765.85,Yes
6253-AKGHS,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),89.23,1313.71,No
6254-YDDSX,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.11,297.96,Yes
6255-IQRAN,Female,1,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),74.66,934.2,No
6256-DJWNG,Male,1,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,71.1,3244.15,Yes
6257-LVPEK,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.13,3910.6,No
6258-DMHGK,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,96.25,97.59,Yes
6259-KZQVN,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),88.64,2278.3,No
6260-BTUHV,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,941.23,No
6261-BUOEF,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.97,3698.64,No
6262-QHSEW,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),78.19,1702.84,No
6263-SNJMV,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.68,2076.55,No
6264-EGJKC,Female,0,No,No,56,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,64.74,3572.14,No
6265-MBDCO,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.62,4100.25,No
6266-DWUDO,Male,0,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,63.27,4259.1,No
6267-FWELG,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),95.61,865.58,Yes
6268-CGLOS,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.03,2549.21,No
6269-FHFZC,Female,1,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.62,5176.56,No
6270-EIXPV,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,79.59,2244.48,Yes
6271-PIRMK,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.36,1361.89,No
6272-YJJFP,Female,1,No,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.02,806.93,No
6273-YLDEB,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.83,59.69,No
6274-SADLB,Male,0,No,No,36,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,61.28,2086.46,Yes
6275-LPBQZ,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.12,322.16,No
6276-BDFWG,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,1357.59,No
6277-WOTLE,Male,0,No,No,19,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.95,1451.38,No
6278-NPKLS,Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),91.18,2352.7,Yes
6279-QXZGI,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,95.43,3251.38,Yes
6280-NZTLO,Female,1,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),87.29,3247.82,No
6281-LUUWM,Female,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.29,1595.55,Yes
6282-IXGAJ,Male,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.67, ,Yes
6283-FZOOI,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.87,1868.84,No
6284-MWAIC,Male,1,Yes,No,70,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.31,3910.54,No
6285-ITYOX,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),92.43,3612.51,No
6286-GDYTQ,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.87,452.3,No
6287-VDZSE,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.0,2242.73,No
6288-PCKYV,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),77.06,4857.49,No
6289-OSUXN,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.88,2042.55,No
6290-PXFEU,Female,0,No,No,44,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.03,2843.44,No
6291-QPBKD,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.76, ,No
6292-FGQHA,Female,0,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,77.31,373.85,No
6293-YOTLO,Male,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.33,496.69,Yes
6294-WVOIP,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.79,255.33,No
6295-BOOGU,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),86.56,3481.3,No
6296-MWQKJ,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.69,1100.49,Yes
6297-YANEH,Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.31, ,Yes
6298-AGBGG,Male,1,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25, ,No
6299-IVDWG,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.44,873.99,Yes
6300-TRMKI,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.92,6366.52,No
6301-NHUNU,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.85,407.01,No
6302-QYNZX,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),115.16,5899.28,No
6303-EJFJK,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),99.19,473.88,Yes
6304-ZXFJN,Female,0,Yes,No,2,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),55.67,110.77,No
6305-TCGBG,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.15,3311.14,No
6306-QMZUI,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,96.59,4472.75,No
6307-MOMQH,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,72.52,4890.43,No
6308-IIHPT,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,70.98,210.49,No
6309-GQGFE,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.86,2318.46,No
6310-QHZAP,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.53,1234.1,No
6311-QCMHP,Female,0,No,Yes,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),68.13,1972.3,No
6312-XGUOX,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.3,1531.84,No
6313-BXBJE,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.93,3406.74,Yes
6314-DOMQU,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,82.88, ,Yes
6315-WARON,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,69.88,207.71,No
6316-ILEWB,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,102.51,1414.85,No
6317-WWGUI,Male,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.94,1444.08,Yes
6318-RDBXA,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.21,1336.6,No
6319-YLMNE,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),70.22, ,No
6320-CDQSK,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,93.84,2938.97,No
6321-HLRRI,Male,1,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.41,431.25,No
6322-EUQMF,Female,0,No,No,52,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,78.4,4233.59,No
6323-XVNOW,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.31,1084.71,No
6324-NDRAL,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,62.53,2559.57,Yes
6325-VIJUR,Female,1,No,Yes,46,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,66.68,3125.92,No
6326-QSDPG,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.21,1144.98,No
6327-IHYGJ,Male,0,No,No,27,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),57.19,1584.78,No
6328-HXQLN,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.15,2412.05,No
6329-LYBLN,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,98.36,201.99,Yes
6330-GZZMU,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.2,127.25,Yes
6331-DAQCQ,Male,0,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1167.27,No
6332-HCJBV,Female,1,No,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.53,653.13,No
6333-DNKNM,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),70.41,2218.32,No
6334-DBBKV,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.22,844.03,Yes
6335-EITUQ,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,68.79,2922.27,No
6336-LRCEU,Female,1,Yes,Yes,0,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),52.12, ,No
6337-TNPZS,Female,1,No,No,23,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,72.95,1697.69,No
6338-IQVGJ,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.31,2752.06,Yes
6339-DJCXI,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.01,4666.72,Yes
6340-MAOOK,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),91.61,3481.04,No
6341-JYGAG,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.04,5800.04,No
6342-EZWPY,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.28,702.65,Yes
6343-HVBHN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.59,29.92,No
6344-DXOGT,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,248.92,No
6345-HKBIF,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.68,4348.09,No
6346-WZACJ,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),70.15,4016.24,No
